2016 Bowman Draft - Chrome Orange Refractor,,,,200,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141580/2016-Bowman-Draft---Chrome-Orange-Refractor,,Baseball
2016 Bowman Draft - Chrome Red Refractor,,,,200,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141581/2016-Bowman-Draft---Chrome-Red-Refractor,,Baseball
2016 Bowman Draft - Chrome Superfractor,,,,200,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141582/2016-Bowman-Draft---Chrome-Superfractor,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141583/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Black Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141584/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Black-Refractor,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Red Wave Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141585/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Red-Wave-Refractor,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141586/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Refractor,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Purple Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141587/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Purple-Refractor,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Blue Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141588/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Blue-Refractor,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Green Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141589/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Green-Refractor,,Baseball
2002 Upper Deck Sweet Spot Classics - Game Jersey Gold,,,,27,,2002,https://www.tcdb.com/ViewSet.cfm/sid/14159/2002-Upper-Deck-Sweet-Spot-Classics---Game-Jersey-Gold,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Gold Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141590/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Gold-Refractor,,Baseball
2016 Bowman Draft - Chrome Orange Refractor,,,,200,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141580/2016-Bowman-Draft---Chrome-Orange-Refractor,,Baseball
2016 Bowman Draft - Chrome Red Refractor,,,,200,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141581/2016-Bowman-Draft---Chrome-Red-Refractor,,Baseball
2016 Bowman Draft - Chrome Superfractor,,,,200,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141582/2016-Bowman-Draft---Chrome-Superfractor,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141583/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Black Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141584/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Black-Refractor,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Red Wave Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141585/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Red-Wave-Refractor,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141586/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Refractor,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Purple Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141587/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Purple-Refractor,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Blue Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141588/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Blue-Refractor,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Green Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141589/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Green-Refractor,,Baseball
2002 Upper Deck Sweet Spot Classics - Game Jersey Gold,,,,27,,2002,https://www.tcdb.com/ViewSet.cfm/sid/14159/2002-Upper-Deck-Sweet-Spot-Classics---Game-Jersey-Gold,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Gold Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141590/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Gold-Refractor,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Orange Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141591/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Orange-Refractor,,Baseball
2016 Bowman Draft - Chrome Draft Pick Autographs Red Refractor,,,,56,,2016,https://www.tcdb.com/ViewSet.cfm/sid/141592/2016-Bowman-Draft---Chrome-Draft-Pick-Autographs-Red-Refractor,,Baseball
